1	82
2	68
3	78
4	80
5	62
6	60
7	62
8	76
9	74
10	74
11	68
12	68
13	64
14	76
15	88
16	70
17	78
18	80
19	74
20	82
21	80
22	90
23	64
24	74
25	70
26	74
27	84
28	72
29	92
30	64
31	94
32	80
33	78
34	88
35	60
36	68
37	90
38	89
39	68
40	72
41	75
42	83
43	91
44	69
45	77
46	72
47	86
48	90
49	82
50	78
